census_year,clue_small_area,clue_industry,total_establishments
2015,Carlton,Retail Trade,4
2015,Carlton,Wholesale Trade,19
2015,Docklands,Admin and Support Services,23
2015,East Melbourne,Construction,5
2015,East Melbourne,Public Administration and Safety,1
2015,East Melbourne,Wholesale Trade,2
2015,Kensington,Food and Beverage Services,3
2015,Kensington,Construction,19
2015,Kensington,Wholesale Trade,4
2015,Melbourne (CBD),Food and Beverage Services,195
2015,Melbourne (CBD),Education and Training,3
2015,Melbourne (CBD),Manufacturing,241
2015,Melbourne (CBD),Other Services,3
2015,Melbourne (CBD),Public Administration and Safety,27
2015,Melbourne (CBD),Real Estate Services,12
2015,Melbourne (Remainder),Food and Beverage Services,6
2015,Melbourne (Remainder),Finance and Insurance,27
2015,North Melbourne,Education and Training,9
2015,North Melbourne,"Electricity, Gas, Water",22
2015,North Melbourne,Information Media,2
2015,Parkville,Education and Training,3
2015,Parkville,Other Services,3
2015,Port Melbourne,Manufacturing,58
2015,Port Melbourne,Wholesale Trade,15
2015,South Yarra,Education and Training,3
2015,Southbank,Business Services,64
2015,West Melbourne (Residential),Education and Training,7
2014,Carlton,Health Care and Social Assistance,12
2014,Carlton,Retail Trade,8
2014,Carlton,"Transport, Postal and Storage",4
2014,Docklands,Food and Beverage Services,1
2014,Docklands,Other Services,21
2014,East Melbourne,Education and Training,1
2014,East Melbourne,Education and Training,6
2014,East Melbourne,Agriculture and Mining,1
2014,East Melbourne,Public Administration and Safety,4
2014,Kensington,Other Services,38
2014,Melbourne (CBD),Arts and Recreation Services,3
2014,Melbourne (CBD),Real Estate Services,30
2014,Melbourne (Remainder),Admin and Support Services,19
2014,Melbourne (Remainder),Construction,1
2014,Melbourne (Remainder),Health Care and Social Assistance,5
2014,Melbourne (Remainder),Public Administration and Safety,3
2014,North Melbourne,Manufacturing,5
2014,North Melbourne,Business Services,1
2014,North Melbourne,Retail Trade,3
2014,North Melbourne,Retail Trade,88
2014,Port Melbourne,Food Catering Services,2
2014,Southbank,Education and Training,7
2014,Southbank,Manufacturing,4
2014,Southbank,Agriculture and Mining,2
2014,Southbank,Retail Trade,232
2014,West Melbourne (Residential),Admin and Support Services,3
2014,West Melbourne (Residential),Health Care and Social Assistance,1
2013,Carlton,Food Catering Services,15
2013,Carlton,Construction,13
2013,Carlton,Finance and Insurance,5
2013,Carlton,Wholesale Trade,3
2013,Docklands,Admin and Support Services,4
2013,Docklands,"Electricity, Gas, Water",10
2013,Docklands,Retail Trade,2
2013,East Melbourne,Construction,1
2013,East Melbourne,Manufacturing,3
2013,East Melbourne,Other Services,6
2013,East Melbourne,Other Services,36
2013,East Melbourne,Retail Trade,16
2013,Kensington,Information Media,3
2013,Kensington,Manufacturing,25
2013,Kensington,Wholesale Trade,2
2013,Melbourne (CBD),Food and Beverage Services,1295
2013,Melbourne (CBD),Agriculture and Mining,1
2013,Melbourne (CBD),Arts and Recreation Services,109
2013,Melbourne (CBD),"Electricity, Gas, Water",8
2013,Melbourne (CBD),Public Administration and Safety,34
2013,Melbourne (Remainder),Food and Beverage Services,5
2013,Melbourne (Remainder),Arts and Recreation Services,7
2013,Melbourne (Remainder),Education and Training,2
2013,Melbourne (Remainder),Public Administration and Safety,4
2013,Melbourne (Remainder),"Transport, Postal and Storage",1
2013,North Melbourne,Finance and Insurance,19
2013,North Melbourne,Retail Trade,6
2013,North Melbourne,Retail Trade,99
2013,Southbank,Construction,14
2013,Southbank,Information Media,9
2013,Southbank,Manufacturing,4
2013,Southbank,Business Services,59
2013,West Melbourne (Industrial),Construction,1
2013,West Melbourne (Industrial),Construction,3
2013,West Melbourne (Industrial),Wholesale Trade,54
2013,West Melbourne (Residential),Admin and Support Services,11
2013,West Melbourne (Residential),Arts and Recreation Services,4
2013,West Melbourne (Residential),Health Care and Social Assistance,1
2013,West Melbourne (Residential),Health Care and Social Assistance,11
2012,Carlton,Other Services,3
2012,Docklands,Admin and Support Services,22
2012,Docklands,Construction,2
2012,Docklands,Public Administration and Safety,5
2012,Docklands,Rental and Hiring Services,4
2012,East Melbourne,Food and Beverage Services,1
2012,East Melbourne,Arts and Recreation Services,16
2012,East Melbourne,Education and Training,4
2012,East Melbourne,Other Services,6
2012,East Melbourne,Business Services,22
2012,East Melbourne,Real Estate Services,5
2012,Kensington,Food and Beverage Services,1
2012,Kensington,Admin and Support Services,1
2012,Kensington,Construction,1
2012,Kensington,Manufacturing,9
2012,Kensington,Rental and Hiring Services,5
2012,Kensington,"Transport, Postal and Storage",2
2012,Kensington,"Transport, Postal and Storage",9
2012,Melbourne (CBD),Food Catering Services,4
2012,Melbourne (CBD),Education and Training,173
2012,Melbourne (CBD),Finance and Insurance,518
2012,Melbourne (CBD),Public Administration and Safety,1
2012,Melbourne (CBD),Wholesale Trade,12
2012,Melbourne (CBD),Wholesale Trade,1
2012,Melbourne (Remainder),Arts and Recreation Services,25
2012,Melbourne (Remainder),Finance and Insurance,8
2012,Melbourne (Remainder),"Transport, Postal and Storage",5
2012,North Melbourne,Admin and Support Services,7
2012,Parkville,Manufacturing,4
2012,Parkville,Retail Trade,1
2012,Parkville,Retail Trade,23
2012,Port Melbourne,Admin and Support Services,11
2012,Port Melbourne,Manufacturing,7
2012,Port Melbourne,Public Administration and Safety,2
2012,Port Melbourne,"Transport, Postal and Storage",2
2012,Port Melbourne,Wholesale Trade,52
2012,South Yarra,Food Catering Services,8
2011,Melbourne (Remainder),Finance and Insurance,8
2011,North Melbourne,Food and Beverage Services,92
2011,North Melbourne,Retail Trade,109
2011,Port Melbourne,Food and Beverage Services,2
2011,Port Melbourne,Business Services,14
2011,Southbank,"Electricity, Gas, Water",12
2011,Southbank,Business Services,79
2011,West Melbourne (Industrial),Arts and Recreation Services,8
2011,West Melbourne (Industrial),Rental and Hiring Services,4
2011,West Melbourne (Residential),Other Services,53
2010,Carlton,"Transport, Postal and Storage",1
2010,Docklands,Arts and Recreation Services,18
2010,East Melbourne,Arts and Recreation Services,17
2010,Kensington,Arts and Recreation Services,20
2010,Kensington,Real Estate Services,1
2010,Melbourne (CBD),Arts and Recreation Services,131
2010,Melbourne (CBD),Information Media,24
2010,Melbourne (CBD),Information Media,36
2010,Melbourne (CBD),Manufacturing,1
2010,Melbourne (CBD),Manufacturing,274
2010,Melbourne (CBD),Real Estate Services,1
2010,Melbourne (Remainder),Food and Beverage Services,3
2010,Melbourne (Remainder),Construction,5
2010,Melbourne (Remainder),Other Services,2
2010,North Melbourne,Arts and Recreation Services,31
2010,North Melbourne,Construction,2
2010,North Melbourne,"Electricity, Gas, Water",1
2010,North Melbourne,Public Administration and Safety,9
2010,Parkville,Food and Beverage Services,39
2010,Parkville,Arts and Recreation Services,1
2010,Parkville,Information Media,1
2010,Port Melbourne,"Electricity, Gas, Water",6
2010,Port Melbourne,Health Care and Social Assistance,1
2010,South Yarra,Health Care and Social Assistance,3
2010,South Yarra,Other Services,10
2010,South Yarra,Retail Trade,9
2010,Southbank,Food and Beverage Services,45
2010,Southbank,"Electricity, Gas, Water",19
2010,Southbank,Information Media,17
2010,Southbank,Rental and Hiring Services,6
2010,West Melbourne (Residential),Education and Training,7
2009,Carlton,Construction,4
2009,Carlton,Retail Trade,154
2009,Carlton,"Transport, Postal and Storage",4
2009,Carlton,Wholesale Trade,3
2009,Docklands,Admin and Support Services,21
2009,Docklands,Education and Training,2
2009,Docklands,Information Media,9
2009,Docklands,Business Services,3
2009,Docklands,Public Administration and Safety,5
2009,Docklands,Wholesale Trade,2
2009,East Melbourne,Admin and Support Services,5
2009,East Melbourne,Manufacturing,5
2009,East Melbourne,Agriculture and Mining,1
2009,Kensington,Education and Training,3
2009,Kensington,"Electricity, Gas, Water",2
2009,Kensington,"Transport, Postal and Storage",8
2009,Melbourne (CBD),Education and Training,89
2009,Melbourne (CBD),Finance and Insurance,39
2009,Melbourne (Remainder),Manufacturing,1
2009,Melbourne (Remainder),Wholesale Trade,6
2009,North Melbourne,Finance and Insurance,21
2009,North Melbourne,Health Care and Social Assistance,2
2009,Parkville,Construction,1
2009,Parkville,Health Care and Social Assistance,6
2009,Port Melbourne,Admin and Support Services,9
2009,Port Melbourne,Health Care and Social Assistance,1
2009,Port Melbourne,Agriculture and Mining,2
2009,Port Melbourne,"Transport, Postal and Storage",2
2009,South Yarra,Education and Training,7
2009,Southbank,Construction,11
2009,West Melbourne (Industrial),Manufacturing,6
2009,West Melbourne (Residential),Arts and Recreation Services,3
2009,West Melbourne (Residential),Retail Trade,44
2008,Carlton,Arts and Recreation Services,5
2008,Carlton,Arts and Recreation Services,17
2008,Carlton,Construction,9
2008,Carlton,Real Estate Services,14
2008,Docklands,Food Catering Services,1
2008,Docklands,Arts and Recreation Services,1
2008,Docklands,Information Media,3
2008,Docklands,Business Services,3
2008,Docklands,Public Administration and Safety,2
2008,East Melbourne,"Electricity, Gas, Water",5
2008,Kensington,Food and Beverage Services,24
2008,Kensington,Arts and Recreation Services,52
2008,Kensington,Finance and Insurance,4
2008,Kensington,"Transport, Postal and Storage",2
2008,Melbourne (CBD),Arts and Recreation Services,105
2008,Melbourne (CBD),Information Media,46
2008,Melbourne (CBD),Agriculture and Mining,3
2008,Melbourne (Remainder),"Electricity, Gas, Water",3
2008,Melbourne (Remainder),"Transport, Postal and Storage",1
2008,North Melbourne,Arts and Recreation Services,29
2008,North Melbourne,Education and Training,19
2008,Parkville,Business Services,6
2008,Port Melbourne,Information Media,1
2008,South Yarra,Food Catering Services,8
2008,Southbank,"Electricity, Gas, Water",1
2008,Southbank,Business Services,51
2008,Southbank,Public Administration and Safety,2
2008,Southbank,Wholesale Trade,3
2008,West Melbourne (Industrial),Information Media,1
2008,West Melbourne (Industrial),Rental and Hiring Services,12
2008,West Melbourne (Industrial),"Transport, Postal and Storage",3
2004,Kensington,"Transport, Postal and Storage",1
2004,Melbourne (CBD),Food and Beverage Services,893
2004,Melbourne (CBD),Education and Training,4
2004,Melbourne (CBD),Finance and Insurance,144
2004,Melbourne (CBD),Other Services,37
2004,Melbourne (CBD),Real Estate Services,101
2004,North Melbourne,Admin and Support Services,27
2004,North Melbourne,Construction,4
2004,Port Melbourne,Information Media,1
2004,Port Melbourne,Business Services,23
2004,South Yarra,Business Services,3
2004,South Yarra,Retail Trade,10
2004,Southbank,Food and Beverage Services,56
2004,Southbank,Admin and Support Services,3
2004,Southbank,Admin and Support Services,6
2004,Southbank,Arts and Recreation Services,7
2004,Southbank,Arts and Recreation Services,22
2004,Southbank,Construction,4
2004,Southbank,Education and Training,3
2004,Southbank,Finance and Insurance,9
2004,Southbank,Business Services,1
2004,Southbank,Business Services,52
2004,West Melbourne (Residential),Admin and Support Services,1
2004,West Melbourne (Residential),Arts and Recreation Services,3
2004,West Melbourne (Residential),Information Media,14
2004,West Melbourne (Residential),Manufacturing,8
2003,Carlton,Arts and Recreation Services,2
2003,Docklands,Food and Beverage Services,2
2003,East Melbourne,Agriculture and Mining,1
2003,East Melbourne,Business Services,15
2003,East Melbourne,Business Services,1
2003,East Melbourne,Public Administration and Safety,3
2003,East Melbourne,Retail Trade,15
2003,Kensington,Education and Training,1
2003,Kensington,Health Care and Social Assistance,1
2003,Melbourne (CBD),Admin and Support Services,404
2003,Melbourne (CBD),Construction,1
2003,Melbourne (CBD),Education and Training,98
2003,Melbourne (CBD),Agriculture and Mining,3
2003,Melbourne (Remainder),Food and Beverage Services,16
2003,Melbourne (Remainder),Admin and Support Services,1
2003,Melbourne (Remainder),Public Administration and Safety,2
2003,Melbourne (Remainder),Public Administration and Safety,2
2003,Melbourne (Remainder),Wholesale Trade,3
2003,North Melbourne,Construction,15
2003,North Melbourne,Information Media,26
2003,North Melbourne,Manufacturing,8
2003,North Melbourne,Business Services,127
2003,Parkville,Public Administration and Safety,1
2003,Port Melbourne,Arts and Recreation Services,3
2003,South Yarra,Education and Training,2
2003,Southbank,Health Care and Social Assistance,9
2003,Southbank,Rental and Hiring Services,7
2003,West Melbourne (Industrial),Construction,4
2003,West Melbourne (Industrial),Manufacturing,5
2003,West Melbourne (Industrial),Manufacturing,14
2003,West Melbourne (Residential),Finance and Insurance,14
2003,West Melbourne (Residential),Public Administration and Safety,3
2003,West Melbourne (Residential),"Transport, Postal and Storage",1
2002,Carlton,Admin and Support Services,4
2002,Carlton,Education and Training,43
2002,Carlton,Health Care and Social Assistance,1
2002,Carlton,Real Estate Services,12
2002,Docklands,Information Media,2
2002,Docklands,Other Services,2
2002,Docklands,Public Administration and Safety,3
2002,Docklands,"Transport, Postal and Storage",1
2002,East Melbourne,Food and Beverage Services,27
2002,East Melbourne,Arts and Recreation Services,1
2002,East Melbourne,Health Care and Social Assistance,10
2002,East Melbourne,Other Services,5
2002,East Melbourne,"Transport, Postal and Storage",4
2002,Melbourne (CBD),Food Catering Services,50
2002,Melbourne (CBD),Arts and Recreation Services,16
2002,Melbourne (CBD),Construction,1
2002,Melbourne (CBD),Education and Training,98
2002,Melbourne (CBD),"Electricity, Gas, Water",6
2002,Melbourne (CBD),Rental and Hiring Services,1
2002,Melbourne (CBD),Wholesale Trade,2
2002,North Melbourne,Information Media,22
2002,North Melbourne,Public Administration and Safety,5
2002,North Melbourne,Real Estate Services,6
2002,North Melbourne,Retail Trade,4
2002,North Melbourne,"Transport, Postal and Storage",6
2002,Parkville,Food Catering Services,6
2002,Parkville,Arts and Recreation Services,2
2002,Parkville,Other Services,1
2002,Port Melbourne,Admin and Support Services,1
2002,Port Melbourne,Retail Trade,3
2002,South Yarra,Arts and Recreation Services,1
2002,South Yarra,Education and Training,2
2002,South Yarra,Business Services,2
2002,Southbank,Public Administration and Safety,1
2002,Southbank,Rental and Hiring Services,7
2002,Southbank,Real Estate Services,6
2002,Southbank,Retail Trade,8
2002,West Melbourne (Residential),Admin and Support Services,2
